Date Day,Date,Power_kW,Temperature (C),Hour,Week Day
01-01-2017,2017-01-01 00:00:00,42.99643,8.72,00,6
01-01-2017,2017-01-01 01:00:00,42.7519285,8.5,01,6
01-01-2017,2017-01-01 02:00:00,42.861834,7.91,02,6
01-01-2017,2017-01-01 03:00:00,42.317769,7.2,03,6
01-01-2017,2017-01-01 04:00:00,42.653385,6.792000000000002,04,6
01-01-2017,2017-01-01 05:00:00,42.4377255,6.399,05,6
01-01-2017,2017-01-01 06:00:00,42.307281,5.877999999999999,06,6
01-01-2017,2017-01-01 07:00:00,46.7447975,5.561,07,6
01-01-2017,2017-01-01 08:00:00,46.521709,5.452000000000001,08,6
01-01-2017,2017-01-01 09:00:00,46.554047,5.424,09,6
01-01-2017,2017-01-01 10:00:00,46.689517,5.609,10,6
01-01-2017,2017-01-01 11:00:00,46.7360575,5.872000000000001,11,6
01-01-2017,2017-01-01 12:00:00,46.97313,7.34,12,6
01-01-2017,2017-01-01 13:00:00,47.654413,7.99,13,6
01-01-2017,2017-01-01 14:00:00,47.892578,8.89,14,6
01-01-2017,2017-01-01 15:00:00,47.786387,9.64,15,6
01-01-2017,2017-01-01 16:00:00,48.0199635,9.45,16,6
01-01-2017,2017-01-01 17:00:00,48.2716755,9.24,17,6
01-01-2017,2017-01-01 18:00:00,48.695784,8.84,18,6
01-01-2017,2017-01-01 19:00:00,49.652377,8.85,19,6
01-01-2017,2017-01-01 20:00:00,48.608821,8.96,20,6
01-01-2017,2017-01-01 21:00:00,44.7079405,9.2,21,6
01-01-2017,2017-01-01 22:00:00,44.293446,9.01,22,6
01-01-2017,2017-01-01 23:00:00,43.37662,10.1,23,6
01-02-2017,2017-02-01 00:00:00,43.87764050000001,9.86,00,2
01-02-2017,2017-02-01 01:00:00,42.577347,9.44,01,2
01-02-2017,2017-02-01 02:00:00,42.395555,10.27,02,2
01-02-2017,2017-02-01 03:00:00,42.2406385,9.94,03,2
01-02-2017,2017-02-01 04:00:00,42.4233045,9.78,04,2
01-02-2017,2017-02-01 05:00:00,45.7995665,9.91,05,2
01-02-2017,2017-02-01 06:00:00,52.5118865,10.05,06,2
01-02-2017,2017-02-01 07:00:00,86.14296949999998,10.42,07,2
01-02-2017,2017-02-01 08:00:00,107.1224655,10.19,08,2
01-02-2017,2017-02-01 09:00:00,119.8500905,10.11,09,2
01-02-2017,2017-02-01 10:00:00,191.813721,10.35,10,2
01-02-2017,2017-02-01 11:00:00,196.6576475,11.0,11,2
01-02-2017,2017-02-01 12:00:00,187.0340335,12.07,12,2
01-02-2017,2017-02-01 13:00:00,187.972054,12.53,13,2
01-02-2017,2017-02-01 14:00:00,198.8369665,13.7,14,2
01-02-2017,2017-02-01 15:00:00,199.73085,14.09,15,2
01-02-2017,2017-02-01 16:00:00,203.6592615,13.2,16,2
01-02-2017,2017-02-01 17:00:00,152.1566265,13.17,17,2
01-02-2017,2017-02-01 18:00:00,133.543704,13.63,18,2
01-02-2017,2017-02-01 19:00:00,99.4386945,13.97,19,2
01-02-2017,2017-02-01 20:00:00,82.2925625,13.55,20,2
01-02-2017,2017-02-01 21:00:00,58.2370235,13.69,21,2
01-02-2017,2017-02-01 22:00:00,47.1577625,13.73,22,2
01-02-2017,2017-02-01 23:00:00,43.1981055,13.59,23,2
01-03-2017,2017-03-01 00:00:00,43.569337,14.01,00,2
01-03-2017,2017-03-01 01:00:00,42.3608135,14.44,01,2
01-03-2017,2017-03-01 02:00:00,41.889946,14.19,02,2
01-03-2017,2017-03-01 03:00:00,42.718935,13.1,03,2
01-03-2017,2017-03-01 04:00:00,42.6116515,12.94,04,2
01-03-2017,2017-03-01 05:00:00,45.940936,14.22,05,2
01-03-2017,2017-03-01 06:00:00,49.3606795,14.8,06,2
01-03-2017,2017-03-01 07:00:00,86.5970125,14.9,07,2
01-03-2017,2017-03-01 08:00:00,109.1772395,14.85,08,2
01-03-2017,2017-03-01 09:00:00,125.4096045,14.95,09,2
01-03-2017,2017-03-01 10:00:00,212.5189995,15.38,10,2
01-03-2017,2017-03-01 11:00:00,192.9990835,15.27,11,2
01-03-2017,2017-03-01 12:00:00,202.6742635,15.82,12,2
01-03-2017,2017-03-01 13:00:00,203.2768865,16.19,13,2
01-03-2017,2017-03-01 14:00:00,210.4152815,16.32,14,2
01-03-2017,2017-03-01 15:00:00,204.067638,16.3,15,2
01-03-2017,2017-03-01 16:00:00,198.071124,16.52,16,2
01-03-2017,2017-03-01 17:00:00,153.655318,15.41,17,2
01-03-2017,2017-03-01 18:00:00,138.64611599999998,15.35,18,2
01-03-2017,2017-03-01 19:00:00,101.827118,15.2,19,2
01-03-2017,2017-03-01 20:00:00,82.3651045,14.97,20,2
01-03-2017,2017-03-01 21:00:00,61.1627385,14.94,21,2
01-03-2017,2017-03-01 22:00:00,52.301034,14.84,22,2
01-03-2017,2017-03-01 23:00:00,48.5146475,14.99,23,2
01-04-2017,2017-04-01 00:00:00,48.486898,14.68,00,5
01-04-2017,2017-04-01 01:00:00,47.967305,14.09,01,5
01-04-2017,2017-04-01 02:00:00,46.479757,13.09,02,5
01-04-2017,2017-04-01 03:00:00,46.3685405,12.89,03,5
01-04-2017,2017-04-01 04:00:00,44.5423175,12.07,04,5
01-04-2017,2017-04-01 05:00:00,49.3222235,11.68,05,5
01-04-2017,2017-04-01 06:00:00,53.75711800000001,11.65,06,5
01-04-2017,2017-04-01 07:00:00,89.052734,11.53,07,5
01-04-2017,2017-04-01 08:00:00,109.9052815,11.44,08,5
01-04-2017,2017-04-01 09:00:00,126.5930005,11.3,09,5
01-04-2017,2017-04-01 10:00:00,222.585076,11.43,10,5
01-04-2017,2017-04-01 11:00:00,196.8739625,11.76,11,5
01-04-2017,2017-04-01 12:00:00,200.8982955,12.41,12,5
01-04-2017,2017-04-01 13:00:00,207.1819185,13.27,13,5
01-04-2017,2017-04-01 14:00:00,212.2375715,14.5,14,5
01-04-2017,2017-04-01 15:00:00,212.1615335,14.5,15,5
01-04-2017,2017-04-01 16:00:00,207.215786,13.91,16,5
01-04-2017,2017-04-01 17:00:00,153.88649099999995,13.87,17,5
01-04-2017,2017-04-01 18:00:00,133.6671565,13.77,18,5
01-04-2017,2017-04-01 19:00:00,100.0067945,13.62,19,5
01-04-2017,2017-04-01 20:00:00,79.0683765,13.44,20,5
01-04-2017,2017-04-01 21:00:00,59.149261,12.97,21,5
01-04-2017,2017-04-01 22:00:00,49.2278315,12.91,22,5
01-04-2017,2017-04-01 23:00:00,47.202555,12.36,23,5
01-05-2017,2017-05-01 00:00:00,46.359145,12.11,00,0
01-05-2017,2017-05-01 01:00:00,44.576185,11.81,01,0
01-05-2017,2017-05-01 02:00:00,43.4388925,11.85,02,0
01-05-2017,2017-05-01 03:00:00,42.7965025,11.37,03,0
01-05-2017,2017-05-01 04:00:00,43.1919875,10.9,04,0
01-05-2017,2017-05-01 05:00:00,47.8901745,10.78,05,0
01-05-2017,2017-05-01 06:00:00,52.149832,10.35,06,0
01-05-2017,2017-05-01 07:00:00,86.5699185,9.91,07,0
01-05-2017,2017-05-01 08:00:00,107.6713375,9.31,08,0
01-05-2017,2017-05-01 09:00:00,133.7043015,8.9,09,0
01-05-2017,2017-05-01 10:00:00,219.4091785,8.6,10,0
01-05-2017,2017-05-01 11:00:00,190.9233335,9.37,11,0
01-05-2017,2017-05-01 12:00:00,191.6133565,9.52,12,0
01-05-2017,2017-05-01 13:00:00,198.440826,9.67,13,0
01-05-2017,2017-05-01 14:00:00,199.73085,10.35,14,0
01-05-2017,2017-05-01 15:00:00,200.502155,10.15,15,0
01-05-2017,2017-05-01 16:00:00,201.316286,9.91,16,0
01-05-2017,2017-05-01 17:00:00,152.317224,9.97,17,0
01-05-2017,2017-05-01 18:00:00,138.8705155,10.04,18,0
01-05-2017,2017-05-01 19:00:00,107.349924,10.0,19,0
01-05-2017,2017-05-01 20:00:00,83.7128125,9.85,20,0
01-05-2017,2017-05-01 21:00:00,59.170237,9.85,21,0
01-05-2017,2017-05-01 22:00:00,48.8651215,9.55,22,0
01-05-2017,2017-05-01 23:00:00,44.972107,9.35,23,0
01-06-2017,2017-06-01 00:00:00,42.7742155,9.18,00,3
01-06-2017,2017-06-01 01:00:00,42.6933705,9.52,01,3
01-06-2017,2017-06-01 02:00:00,42.9546965,9.17,02,3
01-06-2017,2017-06-01 03:00:00,43.1190085,9.19,03,3
01-06-2017,2017-06-01 04:00:00,42.6820085,8.58,04,3
01-06-2017,2017-06-01 05:00:00,46.71333350000001,8.22,05,3
01-06-2017,2017-06-01 06:00:00,52.3580625,8.34,06,3
01-06-2017,2017-06-01 07:00:00,88.63758399999998,8.28,07,3
01-06-2017,2017-06-01 08:00:00,109.6548805,7.8,08,3
01-06-2017,2017-06-01 09:00:00,123.7079265,7.45,09,3
01-06-2017,2017-06-01 10:00:00,218.510925,7.19,10,3
01-06-2017,2017-06-01 11:00:00,199.508417,7.1,11,3
01-06-2017,2017-06-01 12:00:00,206.4827185,7.79,12,3
01-06-2017,2017-06-01 13:00:00,210.840701,8.11,13,3
01-06-2017,2017-06-01 14:00:00,212.97610150000003,8.42,14,3
01-06-2017,2017-06-01 15:00:00,216.6853575,10.73,15,3
01-06-2017,2017-06-01 16:00:00,213.9645955,13.02,16,3
01-06-2017,2017-06-01 17:00:00,159.67564850000005,12.82,17,3
01-06-2017,2017-06-01 18:00:00,141.32252250000005,11.93,18,3
01-06-2017,2017-06-01 19:00:00,104.9488275,12.27,19,3
01-06-2017,2017-06-01 20:00:00,78.147836,12.48,20,3
01-06-2017,2017-06-01 21:00:00,57.32150849999999,12.09,21,3
01-06-2017,2017-06-01 22:00:00,47.5733495,11.07,22,3
01-06-2017,2017-06-01 23:00:00,46.919816,10.03,23,3
01-07-2017,2017-07-01 00:00:00,46.517776,9.59,00,5
01-07-2017,2017-07-01 01:00:00,45.453681,9.43,01,5
01-07-2017,2017-07-01 02:00:00,44.258049,9.23,02,5
01-07-2017,2017-07-01 03:00:00,43.994975,8.75,03,5
01-07-2017,2017-07-01 04:00:00,43.751129,8.25,04,5
01-07-2017,2017-07-01 05:00:00,43.977932,7.71,05,5
01-07-2017,2017-07-01 06:00:00,44.3238175,7.37,06,5
01-07-2017,2017-07-01 07:00:00,48.347058,7.28,07,5
01-07-2017,2017-07-01 08:00:00,49.4201115,7.14,08,5
01-07-2017,2017-07-01 09:00:00,49.287045,7.22,09,5
01-07-2017,2017-07-01 10:00:00,49.1574745,8.05,10,5
01-07-2017,2017-07-01 11:00:00,49.183476,9.58,11,5
01-07-2017,2017-07-01 12:00:00,49.186098,10.04,12,5
01-07-2017,2017-07-01 13:00:00,49.1771395,11.14,13,5
01-07-2017,2017-07-01 14:00:00,50.7647605,11.94,14,5
01-07-2017,2017-07-01 15:00:00,50.671024,12.35,15,5
01-07-2017,2017-07-01 16:00:00,51.3197505,13.44,16,5
01-07-2017,2017-07-01 17:00:00,54.73862,13.59,17,5
01-07-2017,2017-07-01 18:00:00,53.7599585,12.25,18,5
01-07-2017,2017-07-01 19:00:00,54.438401,12.08,19,5
01-07-2017,2017-07-01 20:00:00,53.2984865,11.94,20,5
01-07-2017,2017-07-01 21:00:00,47.452519,11.8,21,5
01-07-2017,2017-07-01 22:00:00,46.3348915,11.4,22,5
01-07-2017,2017-07-01 23:00:00,45.7244025,11.25,23,5
01-08-2017,2017-08-01 00:00:00,44.863294,10.15,00,1
01-08-2017,2017-08-01 01:00:00,43.598616,9.75,01,1
01-08-2017,2017-08-01 02:00:00,43.7688275,9.28,02,1
01-08-2017,2017-08-01 03:00:00,43.44107750000001,8.73,03,1
01-08-2017,2017-08-01 04:00:00,43.285287,7.34,04,1
01-08-2017,2017-08-01 05:00:00,43.05324,7.11,05,1
01-08-2017,2017-08-01 06:00:00,43.0967215,6.702000000000001,06,1
01-08-2017,2017-08-01 07:00:00,47.309183,6.559,07,1
01-08-2017,2017-08-01 08:00:00,47.2490955,6.2620000000000005,08,1
01-08-2017,2017-08-01 09:00:00,46.6858025,6.608,09,1
01-08-2017,2017-08-01 10:00:00,47.7061975,6.91,10,1
01-08-2017,2017-08-01 11:00:00,47.393961,7.98,11,1
01-08-2017,2017-08-01 12:00:00,48.496949,9.1,12,1
01-08-2017,2017-08-01 13:00:00,47.905251,10.17,13,1
01-08-2017,2017-08-01 14:00:00,48.634167,11.48,14,1
01-08-2017,2017-08-01 15:00:00,48.828195,12.39,15,1
01-08-2017,2017-08-01 16:00:00,50.564396,13.16,16,1
01-08-2017,2017-08-01 17:00:00,52.7583545,12.37,17,1
01-08-2017,2017-08-01 18:00:00,52.534392,11.71,18,1
01-08-2017,2017-08-01 19:00:00,52.0683315,11.52,19,1
01-08-2017,2017-08-01 20:00:00,51.5124675,11.07,20,1
01-08-2017,2017-08-01 21:00:00,46.574586,10.18,21,1
01-08-2017,2017-08-01 22:00:00,45.2624935,9.98,22,1
01-08-2017,2017-08-01 23:00:00,46.456159,9.7,23,1
01-09-2017,2017-09-01 00:00:00,46.6753145,9.19,00,4
01-09-2017,2017-09-01 01:00:00,45.348364,8.87,01,4
01-09-2017,2017-09-01 02:00:00,44.9211965,8.85,02,4
01-09-2017,2017-09-01 03:00:00,44.630373,9.17,03,4
01-09-2017,2017-09-01 04:00:00,43.36788,8.41,04,4
01-09-2017,2017-09-01 05:00:00,47.620764,7.39,05,4
01-09-2017,2017-09-01 06:00:00,50.474811,8.4,06,4
01-09-2017,2017-09-01 07:00:00,89.1831785,7.61,07,4
01-09-2017,2017-09-01 08:00:00,113.4830005,6.245,08,4
01-09-2017,2017-09-01 09:00:00,129.6148555,6.994,09,4
01-09-2017,2017-09-01 10:00:00,204.4537275,7.56,10,4
01-09-2017,2017-09-01 11:00:00,193.212558,7.85,11,4
01-09-2017,2017-09-01 12:00:00,193.6414735,9.53,12,4
01-09-2017,2017-09-01 13:00:00,191.4630285,10.65,13,4
01-09-2017,2017-09-01 14:00:00,202.330563,12.9,14,4
01-09-2017,2017-09-01 15:00:00,208.772817,16.6,15,4
01-09-2017,2017-09-01 16:00:00,209.293721,16.05,16,4
01-09-2017,2017-09-01 17:00:00,156.076298,16.21,17,4
01-09-2017,2017-09-01 18:00:00,137.93686499999998,14.64,18,4
01-09-2017,2017-09-01 19:00:00,109.503897,13.46,19,4
01-09-2017,2017-09-01 20:00:00,86.9579745,13.38,20,4
01-09-2017,2017-09-01 21:00:00,61.995879,12.76,21,4
01-09-2017,2017-09-01 22:00:00,53.896958,11.86,22,4
01-09-2017,2017-09-01 23:00:00,51.5478645,11.46,23,4
01-10-2017,2017-10-01 00:00:00,49.276994,12.04,00,6
01-10-2017,2017-10-01 01:00:00,45.1195945,11.88,01,6
01-10-2017,2017-10-01 02:00:00,43.31019600000001,11.67,02,6
01-10-2017,2017-10-01 03:00:00,43.251201,11.32,03,6
01-10-2017,2017-10-01 04:00:00,43.0831745,11.46,04,6
01-10-2017,2017-10-01 05:00:00,48.229068,11.33,05,6
01-10-2017,2017-10-01 06:00:00,48.957984,11.29,06,6
01-10-2017,2017-10-01 07:00:00,91.4367875,11.49,07,6
01-10-2017,2017-10-01 08:00:00,115.9341335,12.04,08,6
01-10-2017,2017-10-01 09:00:00,126.422352,11.95,09,6
01-10-2017,2017-10-01 10:00:00,226.8467,12.34,10,6
01-10-2017,2017-10-01 11:00:00,214.7459515,12.88,11,6
01-10-2017,2017-10-01 12:00:00,209.71717400000003,13.76,12,6
01-10-2017,2017-10-01 13:00:00,211.0161565,14.09,13,6
01-10-2017,2017-10-01 14:00:00,218.527094,14.8,14,6
01-10-2017,2017-10-01 15:00:00,220.2237465,13.76,15,6
01-10-2017,2017-10-01 16:00:00,215.0929295,13.99,16,6
01-10-2017,2017-10-01 17:00:00,164.3821385,13.2,17,6
01-10-2017,2017-10-01 18:00:00,142.32762250000005,12.88,18,6
01-10-2017,2017-10-01 19:00:00,106.765655,12.65,19,6
01-10-2017,2017-10-01 20:00:00,87.71158100000002,12.44,20,6
01-10-2017,2017-10-01 21:00:00,65.0948645,12.54,21,6
01-10-2017,2017-10-01 22:00:00,56.681085,12.4,22,6
01-10-2017,2017-10-01 23:00:00,48.478158,12.41,23,6
01-11-2017,2017-11-01 00:00:00,47.81610300000001,12.41,00,2
01-11-2017,2017-11-01 01:00:00,45.7930115,12.24,01,2
01-11-2017,2017-11-01 02:00:00,44.5838325,12.23,02,2
01-11-2017,2017-11-01 03:00:00,43.925929,12.19,03,2
01-11-2017,2017-11-01 04:00:00,44.149673,12.29,04,2
01-11-2017,2017-11-01 05:00:00,47.6297225,12.2,05,2
01-11-2017,2017-11-01 06:00:00,49.487628,11.99,06,2
01-11-2017,2017-11-01 07:00:00,90.1249135,11.92,07,2
01-11-2017,2017-11-01 08:00:00,108.9028035,11.73,08,2
01-11-2017,2017-11-01 09:00:00,122.7176845,12.07,09,2
01-11-2017,2017-11-01 10:00:00,220.0721075,13.09,10,2
01-11-2017,2017-11-01 11:00:00,201.3737515,13.66,11,2
01-11-2017,2017-11-01 12:00:00,205.864145,13.47,12,2
01-11-2017,2017-11-01 13:00:00,212.5880455,16.73,13,2
01-11-2017,2017-11-01 14:00:00,210.276971,16.9,14,2
01-11-2017,2017-11-01 15:00:00,215.977636,17.93,15,2
01-11-2017,2017-11-01 16:00:00,229.878169,18.97,16,2
01-11-2017,2017-11-01 17:00:00,162.654896,16.44,17,2
01-11-2017,2017-11-01 18:00:00,140.5560245,16.08,18,2
01-11-2017,2017-11-01 19:00:00,106.58298899999998,15.81,19,2
01-11-2017,2017-11-01 20:00:00,80.9929245,14.55,20,2
01-11-2017,2017-11-01 21:00:00,58.87089200000001,15.18,21,2
01-11-2017,2017-11-01 22:00:00,53.7831195,13.39,22,2
01-11-2017,2017-11-01 23:00:00,51.376779,13.25,23,2
01-12-2017,2017-12-01 00:00:00,48.60314,12.97,00,4
01-12-2017,2017-12-01 01:00:00,46.3947605,12.45,01,4
01-12-2017,2017-12-01 02:00:00,44.6725435,11.47,02,4
01-12-2017,2017-12-01 03:00:00,44.9600895,11.14,03,4
01-12-2017,2017-12-01 04:00:00,45.169631,10.49,04,4
01-12-2017,2017-12-01 05:00:00,48.762208,9.28,05,4
01-12-2017,2017-12-01 06:00:00,51.419168,9.03,06,4
01-12-2017,2017-12-01 07:00:00,91.3957095,8.27,07,4
01-12-2017,2017-12-01 08:00:00,119.7203015,8.15,08,4
01-12-2017,2017-12-01 09:00:00,141.54670349999995,8.55,09,4
01-12-2017,2017-12-01 10:00:00,235.2993725,9.27,10,4
01-12-2017,2017-12-01 11:00:00,207.000782,10.46,11,4
01-12-2017,2017-12-01 12:00:00,211.969909,9.67,12,4
01-12-2017,2017-12-01 13:00:00,216.8798225,10.45,13,4
01-12-2017,2017-12-01 14:00:00,220.040862,10.7,14,4
01-12-2017,2017-12-01 15:00:00,220.870288,12.58,15,4
01-12-2017,2017-12-01 16:00:00,210.7172485,13.92,16,4
01-12-2017,2017-12-01 17:00:00,152.5451195,12.99,17,4
01-12-2017,2017-12-01 18:00:00,139.989454,12.72,18,4
01-12-2017,2017-12-01 19:00:00,104.769002,12.22,19,4
01-12-2017,2017-12-01 20:00:00,85.321191,12.15,20,4
01-12-2017,2017-12-01 21:00:00,58.34102950000001,12.24,21,4
01-12-2017,2017-12-01 22:00:00,50.275539,12.09,22,4
01-12-2017,2017-12-01 23:00:00,47.4658475,12.29,23,4
13-01-2017,2017-01-13 00:00:00,45.9280445,11.99,00,4
13-01-2017,2017-01-13 01:00:00,44.01901,11.79,01,4
13-01-2017,2017-01-13 02:00:00,42.968899,11.75,02,4
13-01-2017,2017-01-13 03:00:00,42.6688985,11.31,03,4
13-01-2017,2017-01-13 04:00:00,43.3912595,11.37,04,4
13-01-2017,2017-01-13 05:00:00,46.7762615,11.63,05,4
13-01-2017,2017-01-13 06:00:00,48.118944,11.34,06,4
13-01-2017,2017-01-13 07:00:00,89.88041199999998,10.68,07,4
13-01-2017,2017-01-13 08:00:00,112.7335455,10.17,08,4
13-01-2017,2017-01-13 09:00:00,128.7640165,10.37,09,4
13-01-2017,2017-01-13 10:00:00,220.7892245,11.12,10,4
13-01-2017,2017-01-13 11:00:00,194.27709,11.26,11,4
13-01-2017,2017-01-13 12:00:00,197.5106715,11.73,12,4
13-01-2017,2017-01-13 13:00:00,198.668503,11.95,13,4
13-01-2017,2017-01-13 14:00:00,207.2701925,12.23,14,4
13-01-2017,2017-01-13 15:00:00,209.338295,12.02,15,4
13-01-2017,2017-01-13 16:00:00,206.3450635,12.13,16,4
13-01-2017,2017-01-13 17:00:00,159.20784,11.69,17,4
13-01-2017,2017-01-13 18:00:00,138.5781625,10.66,18,4
13-01-2017,2017-01-13 19:00:00,105.0746835,9.88,19,4
13-01-2017,2017-01-13 20:00:00,84.2477005,9.66,20,4
13-01-2017,2017-01-13 21:00:00,57.7475835,9.59,21,4
13-01-2017,2017-01-13 22:00:00,47.142249,9.38,22,4
13-01-2017,2017-01-13 23:00:00,46.623093,9.16,23,4
14-01-2017,2017-01-14 00:00:00,45.0977445,9.09,00,5
14-01-2017,2017-01-14 01:00:00,43.6014565,8.73,01,5
14-01-2017,2017-01-14 02:00:00,43.0914775,8.55,02,5
14-01-2017,2017-01-14 03:00:00,42.989001,8.29,03,5
14-01-2017,2017-01-14 04:00:00,42.167004,8.17,04,5
14-01-2017,2017-01-14 05:00:00,42.41522,7.46,05,5
14-01-2017,2017-01-14 06:00:00,42.357973,7.36,06,5
14-01-2017,2017-01-14 07:00:00,47.116903,7.4,07,5
14-01-2017,2017-01-14 08:00:00,47.5794675,7.62,08,5
14-01-2017,2017-01-14 09:00:00,48.335259,7.85,09,5
14-01-2017,2017-01-14 10:00:00,48.493016,8.69,10,5
14-01-2017,2017-01-14 11:00:00,71.00419699999998,8.55,11,5
14-01-2017,2017-01-14 12:00:00,70.8103875,9.33,12,5
14-01-2017,2017-01-14 13:00:00,72.0855535,10.39,13,5
14-01-2017,2017-01-14 14:00:00,70.032746,11.38,14,5
14-01-2017,2017-01-14 15:00:00,53.306571,11.75,15,5
14-01-2017,2017-01-14 16:00:00,50.7660715,11.79,16,5
14-01-2017,2017-01-14 17:00:00,52.531333,12.22,17,5
14-01-2017,2017-01-14 18:00:00,53.4042405,11.41,18,5
14-01-2017,2017-01-14 19:00:00,52.7273275,9.67,19,5
14-01-2017,2017-01-14 20:00:00,51.4180755,9.09,20,5
14-01-2017,2017-01-14 21:00:00,45.9516425,8.76,21,5
14-01-2017,2017-01-14 22:00:00,46.5568875,8.83,22,5
14-01-2017,2017-01-14 23:00:00,45.979829,8.8,23,5
15-01-2017,2017-01-15 00:00:00,45.215079,8.6,00,6
15-01-2017,2017-01-15 01:00:00,44.238821,8.41,01,6
15-01-2017,2017-01-15 02:00:00,42.9992705,7.86,02,6
15-01-2017,2017-01-15 03:00:00,42.097084,7.34,03,6
15-01-2017,2017-01-15 04:00:00,42.15782700000001,7.09,04,6
15-01-2017,2017-01-15 05:00:00,42.56664050000001,6.872999999999998,05,6
15-01-2017,2017-01-15 06:00:00,42.378949,6.912000000000001,06,6
15-01-2017,2017-01-15 07:00:00,46.596873,6.61,07,6
15-01-2017,2017-01-15 08:00:00,46.9252785,6.181,08,6
15-01-2017,2017-01-15 09:00:00,45.9721815,6.107,09,6
15-01-2017,2017-01-15 10:00:00,46.450915,7.05,10,6
15-01-2017,2017-01-15 11:00:00,46.7382425,8.37,11,6
15-01-2017,2017-01-15 12:00:00,47.5095475,9.0,12,6
15-01-2017,2017-01-15 13:00:00,47.583182,11.93,13,6
15-01-2017,2017-01-15 14:00:00,47.928412,12.84,14,6
15-01-2017,2017-01-15 15:00:00,49.8343875,13.28,15,6
15-01-2017,2017-01-15 16:00:00,49.8540525,13.13,16,6
15-01-2017,2017-01-15 17:00:00,50.7197495,13.37,17,6
15-01-2017,2017-01-15 18:00:00,52.4489585,11.42,18,6
15-01-2017,2017-01-15 19:00:00,51.6383235,10.17,19,6
15-01-2017,2017-01-15 20:00:00,49.958277,9.48,20,6
15-01-2017,2017-01-15 21:00:00,45.31253,9.43,21,6
15-01-2017,2017-01-15 22:00:00,45.4569585,9.54,22,6
15-01-2017,2017-01-15 23:00:00,45.0103445,9.36,23,6
16-01-2017,2017-01-16 00:00:00,45.2266595,9.85,00,0
16-01-2017,2017-01-16 01:00:00,43.640568,9.32,01,0
16-01-2017,2017-01-16 02:00:00,42.794536,9.12,02,0
16-01-2017,2017-01-16 03:00:00,42.94442700000001,8.97,03,0
16-01-2017,2017-01-16 04:00:00,43.1439175,7.88,04,0
16-01-2017,2017-01-16 05:00:00,42.6378715,7.73,05,0
16-01-2017,2017-01-16 06:00:00,54.18406700000001,7.92,06,0
16-01-2017,2017-01-16 07:00:00,91.1964375,6.141,07,0
16-01-2017,2017-01-16 08:00:00,114.947606,5.4289999999999985,08,0
16-01-2017,2017-01-16 09:00:00,127.8773435,5.691,09,0
16-01-2017,2017-01-16 10:00:00,210.3160825,8.67,10,0
16-01-2017,2017-01-16 11:00:00,199.681032,7.5,11,0
16-01-2017,2017-01-16 12:00:00,204.169022,9.3,12,0
16-01-2017,2017-01-16 13:00:00,203.83865,10.83,13,0
16-01-2017,2017-01-16 14:00:00,216.624396,12.25,14,0
16-01-2017,2017-01-16 15:00:00,216.9069165,14.62,15,0
16-01-2017,2017-01-16 16:00:00,208.204717,14.89,16,0
16-01-2017,2017-01-16 17:00:00,156.08307150000005,14.62,17,0
16-01-2017,2017-01-16 18:00:00,136.9734985,13.04,18,0
16-01-2017,2017-01-16 19:00:00,104.7316385,12.01,19,0
16-01-2017,2017-01-16 20:00:00,83.5187845,10.82,20,0
16-01-2017,2017-01-16 21:00:00,57.925661,10.63,21,0
16-01-2017,2017-01-16 22:00:00,49.934679,10.2,22,0
16-01-2017,2017-01-16 23:00:00,47.469999,10.48,23,0
17-01-2017,2017-01-17 00:00:00,46.901899,10.28,00,1
17-01-2017,2017-01-17 01:00:00,45.621489,9.7,01,1
17-01-2017,2017-01-17 02:00:00,43.478878,9.64,02,1
17-01-2017,2017-01-17 03:00:00,42.6151475,9.18,03,1
17-01-2017,2017-01-17 04:00:00,42.8697,8.07,04,1
17-01-2017,2017-01-17 05:00:00,42.664747,8.54,05,1
17-01-2017,2017-01-17 06:00:00,54.517935,7.6,06,1
17-01-2017,2017-01-17 07:00:00,90.784128,8.38,07,1
17-01-2017,2017-01-17 08:00:00,114.8604245,6.565,08,1
17-01-2017,2017-01-17 09:00:00,125.4506825,7.64,09,1
17-01-2017,2017-01-17 10:00:00,204.6250315,10.06,10,1
17-01-2017,2017-01-17 11:00:00,193.034262,11.78,11,1
17-01-2017,2017-01-17 12:00:00,202.6856255,14.3,12,1
17-01-2017,2017-01-17 13:00:00,210.533053,14.85,13,1
17-01-2017,2017-01-17 14:00:00,216.4847745,15.76,14,1
17-01-2017,2017-01-17 15:00:00,205.695026,16.87,15,1
17-01-2017,2017-01-17 16:00:00,201.9488435,16.84,16,1
17-01-2017,2017-01-17 17:00:00,157.833475,15.86,17,1
17-01-2017,2017-01-17 18:00:00,140.3755435,14.24,18,1
17-01-2017,2017-01-17 19:00:00,108.9631095,13.05,19,1
17-01-2017,2017-01-17 20:00:00,89.0551375,12.01,20,1
17-01-2017,2017-01-17 21:00:00,60.273662,11.88,21,1
17-01-2017,2017-01-17 22:00:00,49.5048895,12.01,22,1
17-01-2017,2017-01-17 23:00:00,46.794615500000006,11.89,23,1
18-01-2017,2017-01-18 00:00:00,45.916901,11.87,00,2
18-01-2017,2017-01-18 01:00:00,44.9115825,10.61,01,2
18-01-2017,2017-01-18 02:00:00,43.6451565,10.0,02,2
18-01-2017,2017-01-18 03:00:00,43.5520755,9.5,03,2
18-01-2017,2017-01-18 04:00:00,42.722431,8.28,04,2
