Date,Power_kW,Temperature (C),Year
01/01/2017 0:00,42.99643,8.72,2017
01/01/2017 1:00,42.7519285,8.5,2017
01/01/2017 2:00,42.861834,7.91,2017
01/01/2017 3:00,42.317769,7.2,2017
01/01/2017 4:00,42.653385,6.792000000000002,2017
01/01/2017 5:00,42.4377255,6.399,2017
01/01/2017 6:00,42.307281,5.877999999999999,2017
01/01/2017 7:00,46.7447975,5.561,2017
01/01/2017 8:00,46.521709,5.452000000000001,2017
01/01/2017 9:00,46.554047,5.424,2017
01/01/2017 10:00,46.689517,5.609,2017
01/01/2017 11:00,46.7360575,5.872000000000001,2017
01/01/2017 12:00,46.97313,7.34,2017
01/01/2017 13:00,47.654413,7.99,2017
01/01/2017 14:00,47.892578,8.89,2017
01/01/2017 15:00,47.786387,9.64,2017
01/01/2017 16:00,48.0199635,9.45,2017
01/01/2017 17:00,48.2716755,9.24,2017
01/01/2017 18:00,48.695784,8.84,2017
01/01/2017 19:00,49.652377,8.85,2017
01/01/2017 20:00,48.608821,8.96,2017
01/01/2017 21:00,44.7079405,9.2,2017
01/01/2017 22:00,44.293446,9.01,2017
01/01/2017 23:00,43.37662,10.1,2017
02/01/2017 0:00,43.87764050000001,9.86,2017
02/01/2017 1:00,42.577347,9.44,2017
02/01/2017 2:00,42.395555,10.27,2017
02/01/2017 3:00,42.2406385,9.94,2017
02/01/2017 4:00,42.4233045,9.78,2017
02/01/2017 5:00,45.7995665,9.91,2017
02/01/2017 6:00,52.5118865,10.05,2017
02/01/2017 7:00,86.14296949999998,10.42,2017
02/01/2017 8:00,107.1224655,10.19,2017
02/01/2017 9:00,119.8500905,10.11,2017
02/01/2017 10:00,191.813721,10.35,2017
02/01/2017 11:00,196.6576475,11.0,2017
02/01/2017 12:00,187.0340335,12.07,2017
02/01/2017 13:00,187.972054,12.53,2017
02/01/2017 14:00,198.8369665,13.7,2017
02/01/2017 15:00,199.73085,14.09,2017
02/01/2017 16:00,203.6592615,13.2,2017
02/01/2017 17:00,152.1566265,13.17,2017
02/01/2017 18:00,133.543704,13.63,2017
02/01/2017 19:00,99.4386945,13.97,2017
02/01/2017 20:00,82.2925625,13.55,2017
02/01/2017 21:00,58.2370235,13.69,2017
02/01/2017 22:00,47.1577625,13.73,2017
02/01/2017 23:00,43.1981055,13.59,2017
03/01/2017 0:00,43.569337,14.01,2017
03/01/2017 1:00,42.3608135,14.44,2017
03/01/2017 2:00,41.889946,14.19,2017
03/01/2017 3:00,42.718935,13.1,2017
03/01/2017 4:00,42.6116515,12.94,2017
03/01/2017 5:00,45.940936,14.22,2017
03/01/2017 6:00,49.3606795,14.8,2017
03/01/2017 7:00,86.5970125,14.9,2017
03/01/2017 8:00,109.1772395,14.85,2017
03/01/2017 9:00,125.4096045,14.95,2017
03/01/2017 10:00,212.5189995,15.38,2017
03/01/2017 11:00,192.9990835,15.27,2017
03/01/2017 12:00,202.6742635,15.82,2017
03/01/2017 13:00,203.2768865,16.19,2017
03/01/2017 14:00,210.4152815,16.32,2017
03/01/2017 15:00,204.067638,16.3,2017
03/01/2017 16:00,198.071124,16.52,2017
03/01/2017 17:00,153.655318,15.41,2017
03/01/2017 18:00,138.64611599999998,15.35,2017
03/01/2017 19:00,101.827118,15.2,2017
03/01/2017 20:00,82.3651045,14.97,2017
03/01/2017 21:00,61.1627385,14.94,2017
03/01/2017 22:00,52.301034,14.84,2017
03/01/2017 23:00,48.5146475,14.99,2017
04/01/2017 0:00,48.486898,14.68,2017
04/01/2017 1:00,47.967305,14.09,2017
04/01/2017 2:00,46.479757,13.09,2017
04/01/2017 3:00,46.3685405,12.89,2017
04/01/2017 4:00,44.5423175,12.07,2017
04/01/2017 5:00,49.3222235,11.68,2017
04/01/2017 6:00,53.75711800000001,11.65,2017
04/01/2017 7:00,89.052734,11.53,2017
04/01/2017 8:00,109.9052815,11.44,2017
04/01/2017 9:00,126.5930005,11.3,2017
04/01/2017 10:00,222.585076,11.43,2017
04/01/2017 11:00,196.8739625,11.76,2017
04/01/2017 12:00,200.8982955,12.41,2017
04/01/2017 13:00,207.1819185,13.27,2017
04/01/2017 14:00,212.2375715,14.5,2017
04/01/2017 15:00,212.1615335,14.5,2017
04/01/2017 16:00,207.215786,13.91,2017
04/01/2017 17:00,153.88649099999995,13.87,2017
04/01/2017 18:00,133.6671565,13.77,2017
04/01/2017 19:00,100.0067945,13.62,2017
04/01/2017 20:00,79.0683765,13.44,2017
04/01/2017 21:00,59.149261,12.97,2017
04/01/2017 22:00,49.2278315,12.91,2017
04/01/2017 23:00,47.202555,12.36,2017
05/01/2017 0:00,46.359145,12.11,2017
05/01/2017 1:00,44.576185,11.81,2017
05/01/2017 2:00,43.4388925,11.85,2017
05/01/2017 3:00,42.7965025,11.37,2017
05/01/2017 3:59,43.1919875,10.9,2017
05/01/2017 4:59,47.8901745,10.78,2017
05/01/2017 5:59,52.149832,10.35,2017
05/01/2017 6:59,86.5699185,9.91,2017
05/01/2017 7:59,107.6713375,9.31,2017
05/01/2017 8:59,133.7043015,8.9,2017
05/01/2017 9:59,219.4091785,8.6,2017
05/01/2017 10:59,190.9233335,9.37,2017
05/01/2017 11:59,191.6133565,9.52,2017
05/01/2017 12:59,198.440826,9.67,2017
05/01/2017 13:59,199.73085,10.35,2017
05/01/2017 14:59,200.502155,10.15,2017
05/01/2017 15:59,201.316286,9.91,2017
05/01/2017 16:59,152.317224,9.97,2017
05/01/2017 17:59,138.8705155,10.04,2017
05/01/2017 18:59,107.349924,10.0,2017
05/01/2017 19:59,83.7128125,9.85,2017
05/01/2017 20:59,59.170237,9.85,2017
05/01/2017 21:59,48.8651215,9.55,2017
05/01/2017 22:59,44.972107,9.35,2017
05/01/2017 23:59,42.7742155,9.18,2017
06/01/2017 0:59,42.6933705,9.52,2017
06/01/2017 1:59,42.9546965,9.17,2017
06/01/2017 2:59,43.1190085,9.19,2017
06/01/2017 3:59,42.6820085,8.58,2017
06/01/2017 4:59,46.71333350000001,8.22,2017
06/01/2017 5:59,52.3580625,8.34,2017
06/01/2017 6:59,88.63758399999998,8.28,2017
06/01/2017 7:59,109.6548805,7.8,2017
06/01/2017 8:59,123.7079265,7.45,2017
06/01/2017 9:59,218.510925,7.19,2017
06/01/2017 10:59,199.508417,7.1,2017
06/01/2017 11:59,206.4827185,7.79,2017
06/01/2017 12:59,210.840701,8.11,2017
06/01/2017 13:59,212.97610150000003,8.42,2017
06/01/2017 14:59,216.6853575,10.73,2017
06/01/2017 15:59,213.9645955,13.02,2017
06/01/2017 16:59,159.67564850000005,12.82,2017
06/01/2017 17:59,141.32252250000005,11.93,2017
06/01/2017 18:59,104.9488275,12.27,2017
06/01/2017 19:59,78.147836,12.48,2017
06/01/2017 20:59,57.32150849999999,12.09,2017
06/01/2017 21:59,47.5733495,11.07,2017
06/01/2017 22:59,46.919816,10.03,2017
06/01/2017 23:59,46.517776,9.59,2017
07/01/2017 0:59,45.453681,9.43,2017
07/01/2017 1:59,44.258049,9.23,2017
07/01/2017 2:59,43.994975,8.75,2017
07/01/2017 3:59,43.751129,8.25,2017
07/01/2017 4:59,43.977932,7.71,2017
07/01/2017 5:59,44.3238175,7.37,2017
07/01/2017 6:59,48.347058,7.28,2017
07/01/2017 7:59,49.4201115,7.14,2017
07/01/2017 8:59,49.287045,7.22,2017
07/01/2017 9:59,49.1574745,8.05,2017
07/01/2017 10:59,49.183476,9.58,2017
07/01/2017 11:59,49.186098,10.04,2017
07/01/2017 12:59,49.1771395,11.14,2017
07/01/2017 13:59,50.7647605,11.94,2017
07/01/2017 14:59,50.671024,12.35,2017
07/01/2017 15:59,51.3197505,13.44,2017
07/01/2017 16:59,54.73862,13.59,2017
07/01/2017 17:59,53.7599585,12.25,2017
07/01/2017 18:59,54.438401,12.08,2017
07/01/2017 19:59,53.2984865,11.94,2017
07/01/2017 20:59,47.452519,11.8,2017
07/01/2017 21:59,46.3348915,11.4,2017
07/01/2017 22:59,45.7244025,11.25,2017
07/01/2017 23:59,44.863294,10.15,2017
08/01/2017 0:59,43.598616,9.75,2017
08/01/2017 1:59,43.7688275,9.28,2017
08/01/2017 2:59,43.44107750000001,8.73,2017
08/01/2017 3:59,43.285287,7.34,2017
08/01/2017 4:59,43.05324,7.11,2017
08/01/2017 5:59,43.0967215,6.702000000000001,2017
08/01/2017 6:59,47.309183,6.559,2017
08/01/2017 7:59,47.2490955,6.2620000000000005,2017
08/01/2017 8:59,46.6858025,6.608,2017
08/01/2017 9:59,47.7061975,6.91,2017
08/01/2017 10:59,47.393961,7.98,2017
08/01/2017 11:59,48.496949,9.1,2017
08/01/2017 12:59,47.905251,10.17,2017
08/01/2017 13:59,48.634167,11.48,2017
08/01/2017 14:59,48.828195,12.39,2017
08/01/2017 15:59,50.564396,13.16,2017
08/01/2017 16:59,52.7583545,12.37,2017
08/01/2017 17:59,52.534392,11.71,2017
08/01/2017 18:59,52.0683315,11.52,2017
08/01/2017 19:59,51.5124675,11.07,2017
08/01/2017 20:59,46.574586,10.18,2017
08/01/2017 21:59,45.2624935,9.98,2017
08/01/2017 22:59,46.456159,9.7,2017
08/01/2017 23:59,46.6753145,9.19,2017
09/01/2017 0:59,45.348364,8.87,2017
09/01/2017 1:59,44.9211965,8.85,2017
09/01/2017 2:59,44.630373,9.17,2017
09/01/2017 3:59,43.36788,8.41,2017
09/01/2017 4:59,47.620764,7.39,2017
09/01/2017 5:59,50.474811,8.4,2017
09/01/2017 6:59,89.1831785,7.61,2017
09/01/2017 7:59,113.4830005,6.245,2017
09/01/2017 8:59,129.6148555,6.994,2017
09/01/2017 9:59,204.4537275,7.56,2017
09/01/2017 10:59,193.212558,7.85,2017
09/01/2017 11:59,193.6414735,9.53,2017
09/01/2017 12:59,191.4630285,10.65,2017
09/01/2017 13:59,202.330563,12.9,2017
09/01/2017 14:59,208.772817,16.6,2017
09/01/2017 15:59,209.293721,16.05,2017
09/01/2017 16:59,156.076298,16.21,2017
09/01/2017 17:59,137.93686499999998,14.64,2017
09/01/2017 18:59,109.503897,13.46,2017
09/01/2017 19:59,86.9579745,13.38,2017
09/01/2017 20:59,61.995879,12.76,2017
09/01/2017 21:59,53.896958,11.86,2017
09/01/2017 22:59,51.5478645,11.46,2017
09/01/2017 23:59,49.276994,12.04,2017
10/01/2017 0:59,45.1195945,11.88,2017
10/01/2017 1:59,43.31019600000001,11.67,2017
10/01/2017 2:59,43.251201,11.32,2017
10/01/2017 3:59,43.0831745,11.46,2017
10/01/2017 4:59,48.229068,11.33,2017
10/01/2017 5:59,48.957984,11.29,2017
10/01/2017 6:59,91.4367875,11.49,2017
10/01/2017 7:59,115.9341335,12.04,2017
10/01/2017 8:59,126.422352,11.95,2017
10/01/2017 9:59,226.8467,12.34,2017
10/01/2017 10:59,214.7459515,12.88,2017
10/01/2017 11:59,209.71717400000003,13.76,2017
10/01/2017 12:59,211.0161565,14.09,2017
10/01/2017 13:59,218.527094,14.8,2017
10/01/2017 14:59,220.2237465,13.76,2017
10/01/2017 15:59,215.0929295,13.99,2017
10/01/2017 16:59,164.3821385,13.2,2017
10/01/2017 17:59,142.32762250000005,12.88,2017
10/01/2017 18:59,106.765655,12.65,2017
10/01/2017 19:59,87.71158100000002,12.44,2017
10/01/2017 20:59,65.0948645,12.54,2017
10/01/2017 21:59,56.681085,12.4,2017
10/01/2017 22:59,48.478158,12.41,2017
10/01/2017 23:59,47.81610300000001,12.41,2017
11/01/2017 0:59,45.7930115,12.24,2017
11/01/2017 1:59,44.5838325,12.23,2017
11/01/2017 2:59,43.925929,12.19,2017
11/01/2017 3:59,44.149673,12.29,2017
11/01/2017 4:59,47.6297225,12.2,2017
11/01/2017 5:59,49.487628,11.99,2017
11/01/2017 6:59,90.1249135,11.92,2017
11/01/2017 7:59,108.9028035,11.73,2017
11/01/2017 8:59,122.7176845,12.07,2017
11/01/2017 9:59,220.0721075,13.09,2017
11/01/2017 10:59,201.3737515,13.66,2017
11/01/2017 11:59,205.864145,13.47,2017
11/01/2017 12:59,212.5880455,16.73,2017
11/01/2017 13:59,210.276971,16.9,2017
11/01/2017 14:59,215.977636,17.93,2017
11/01/2017 15:59,229.878169,18.97,2017
11/01/2017 16:59,162.654896,16.44,2017
11/01/2017 17:59,140.5560245,16.08,2017
11/01/2017 18:59,106.58298899999998,15.81,2017
11/01/2017 19:59,80.9929245,14.55,2017
11/01/2017 20:59,58.87089200000001,15.18,2017
11/01/2017 21:59,53.7831195,13.39,2017
11/01/2017 22:59,51.376779,13.25,2017
11/01/2017 23:59,48.60314,12.97,2017
12/01/2017 0:59,46.3947605,12.45,2017
12/01/2017 1:59,44.6725435,11.47,2017
12/01/2017 2:59,44.9600895,11.14,2017
12/01/2017 3:59,45.169631,10.49,2017
12/01/2017 4:59,48.762208,9.28,2017
12/01/2017 5:59,51.419168,9.03,2017
12/01/2017 6:59,91.3957095,8.27,2017
12/01/2017 7:59,119.7203015,8.15,2017
12/01/2017 8:59,141.54670349999995,8.55,2017
12/01/2017 9:59,235.2993725,9.27,2017
12/01/2017 10:59,207.000782,10.46,2017
12/01/2017 11:59,211.969909,9.67,2017
12/01/2017 12:59,216.8798225,10.45,2017
12/01/2017 13:59,220.040862,10.7,2017
12/01/2017 14:59,220.870288,12.58,2017
12/01/2017 15:59,210.7172485,13.92,2017
12/01/2017 16:59,152.5451195,12.99,2017
12/01/2017 17:59,139.989454,12.72,2017
12/01/2017 18:59,104.769002,12.22,2017
12/01/2017 19:59,85.321191,12.15,2017
12/01/2017 20:59,58.34102950000001,12.24,2017
12/01/2017 21:59,50.275539,12.09,2017
12/01/2017 22:59,47.4658475,12.29,2017
12/01/2017 23:59,45.9280445,11.99,2017
13/01/2017 0:59,44.01901,11.79,2017
13/01/2017 1:59,42.968899,11.75,2017
13/01/2017 2:59,42.6688985,11.31,2017
13/01/2017 3:59,43.3912595,11.37,2017
13/01/2017 4:59,46.7762615,11.63,2017
13/01/2017 5:59,48.118944,11.34,2017
13/01/2017 6:59,89.88041199999998,10.68,2017
13/01/2017 7:59,112.7335455,10.17,2017
13/01/2017 8:59,128.7640165,10.37,2017
13/01/2017 9:59,220.7892245,11.12,2017
13/01/2017 10:59,194.27709,11.26,2017
13/01/2017 11:59,197.5106715,11.73,2017
13/01/2017 12:59,198.668503,11.95,2017
13/01/2017 13:59,207.2701925,12.23,2017
13/01/2017 14:59,209.338295,12.02,2017
13/01/2017 15:59,206.3450635,12.13,2017
13/01/2017 16:59,159.20784,11.69,2017
13/01/2017 17:59,138.5781625,10.66,2017
13/01/2017 18:59,105.0746835,9.88,2017
13/01/2017 19:59,84.2477005,9.66,2017
13/01/2017 20:59,57.7475835,9.59,2017
13/01/2017 21:59,47.142249,9.38,2017
13/01/2017 22:59,46.623093,9.16,2017
13/01/2017 23:59,45.0977445,9.09,2017
14/01/2017 0:59,43.6014565,8.73,2017
14/01/2017 1:59,43.0914775,8.55,2017
14/01/2017 2:59,42.989001,8.29,2017
14/01/2017 3:59,42.167004,8.17,2017
14/01/2017 4:59,42.41522,7.46,2017
14/01/2017 5:59,42.357973,7.36,2017
14/01/2017 6:59,47.116903,7.4,2017
14/01/2017 7:59,47.5794675,7.62,2017
14/01/2017 8:59,48.335259,7.85,2017
14/01/2017 9:59,48.493016,8.69,2017
14/01/2017 10:59,71.00419699999998,8.55,2017
14/01/2017 11:59,70.8103875,9.33,2017
14/01/2017 12:59,72.0855535,10.39,2017
14/01/2017 13:59,70.032746,11.38,2017
14/01/2017 14:59,53.306571,11.75,2017
14/01/2017 15:59,50.7660715,11.79,2017
14/01/2017 16:59,52.531333,12.22,2017
14/01/2017 17:59,53.4042405,11.41,2017
14/01/2017 18:59,52.7273275,9.67,2017
14/01/2017 19:59,51.4180755,9.09,2017
14/01/2017 20:59,45.9516425,8.76,2017
14/01/2017 21:59,46.5568875,8.83,2017
14/01/2017 22:59,45.979829,8.8,2017
14/01/2017 23:59,45.215079,8.6,2017
15/01/2017 0:59,44.238821,8.41,2017
15/01/2017 1:59,42.9992705,7.86,2017
15/01/2017 2:59,42.097084,7.34,2017
15/01/2017 3:59,42.15782700000001,7.09,2017
15/01/2017 4:59,42.56664050000001,6.872999999999998,2017
15/01/2017 5:59,42.378949,6.912000000000001,2017
15/01/2017 6:59,46.596873,6.61,2017
15/01/2017 7:59,46.9252785,6.181,2017
15/01/2017 8:59,45.9721815,6.107,2017
15/01/2017 9:59,46.450915,7.05,2017
15/01/2017 10:59,46.7382425,8.37,2017
15/01/2017 11:59,47.5095475,9.0,2017
15/01/2017 12:59,47.583182,11.93,2017
15/01/2017 13:59,47.928412,12.84,2017
15/01/2017 14:59,49.8343875,13.28,2017
15/01/2017 15:59,49.8540525,13.13,2017
15/01/2017 16:59,50.7197495,13.37,2017
15/01/2017 17:59,52.4489585,11.42,2017
15/01/2017 18:59,51.6383235,10.17,2017
15/01/2017 19:59,49.958277,9.48,2017
15/01/2017 20:59,45.31253,9.43,2017
15/01/2017 21:59,45.4569585,9.54,2017
15/01/2017 22:59,45.0103445,9.36,2017
15/01/2017 23:59,45.2266595,9.85,2017
16/01/2017 0:59,43.640568,9.32,2017
16/01/2017 1:59,42.794536,9.12,2017
16/01/2017 2:59,42.94442700000001,8.97,2017
16/01/2017 3:59,43.1439175,7.88,2017
16/01/2017 4:59,42.6378715,7.73,2017
16/01/2017 5:59,54.18406700000001,7.92,2017
16/01/2017 6:59,91.1964375,6.141,2017
16/01/2017 7:59,114.947606,5.4289999999999985,2017
16/01/2017 8:59,127.8773435,5.691,2017
16/01/2017 9:59,210.3160825,8.67,2017
16/01/2017 10:59,199.681032,7.5,2017
16/01/2017 11:59,204.169022,9.3,2017
16/01/2017 12:59,203.83865,10.83,2017
16/01/2017 13:59,216.624396,12.25,2017
16/01/2017 14:59,216.9069165,14.62,2017
16/01/2017 15:59,208.204717,14.89,2017
16/01/2017 16:59,156.08307150000005,14.62,2017
16/01/2017 17:59,136.9734985,13.04,2017
16/01/2017 18:59,104.7316385,12.01,2017
16/01/2017 19:59,83.5187845,10.82,2017
16/01/2017 20:59,57.925661,10.63,2017
16/01/2017 21:59,49.934679,10.2,2017
16/01/2017 22:59,47.469999,10.48,2017
16/01/2017 23:59,46.901899,10.28,2017
17/01/2017 0:59,45.621489,9.7,2017
17/01/2017 1:59,43.478878,9.64,2017
17/01/2017 2:59,42.6151475,9.18,2017
17/01/2017 3:59,42.8697,8.07,2017
17/01/2017 4:59,42.664747,8.54,2017
17/01/2017 5:59,54.517935,7.6,2017
17/01/2017 6:59,90.784128,8.38,2017
17/01/2017 7:59,114.8604245,6.565,2017
17/01/2017 8:59,125.4506825,7.64,2017
17/01/2017 9:59,204.6250315,10.06,2017
17/01/2017 10:59,193.034262,11.78,2017
17/01/2017 11:59,202.6856255,14.3,2017
17/01/2017 12:59,210.533053,14.85,2017
17/01/2017 13:59,216.4847745,15.76,2017
17/01/2017 14:59,205.695026,16.87,2017
17/01/2017 15:59,201.9488435,16.84,2017
17/01/2017 16:59,157.833475,15.86,2017
17/01/2017 17:59,140.3755435,14.24,2017
17/01/2017 18:59,108.9631095,13.05,2017
17/01/2017 19:59,89.0551375,12.01,2017
17/01/2017 20:59,60.273662,11.88,2017
17/01/2017 21:59,49.5048895,12.01,2017
17/01/2017 22:59,46.794615500000006,11.89,2017
17/01/2017 23:59,45.916901,11.87,2017
18/01/2017 0:59,44.9115825,10.61,2017
18/01/2017 1:59,43.6451565,10.0,2017
18/01/2017 2:59,43.5520755,9.5,2017
18/01/2017 3:59,42.722431,8.28,2017
18/01/2017 4:59,43.5096865,7.3,2017
18/01/2017 5:59,55.250784,6.335,2017
18/01/2017 6:59,94.0417445,5.564,2017
18/01/2017 7:59,114.977759,4.88,2017
18/01/2017 8:59,126.3928545,4.732,2017
18/01/2017 9:59,210.8732575,4.775,2017
18/01/2017 10:59,199.3814685,5.723,2017
18/01/2017 11:59,199.878556,5.8039999999999985,2017
18/01/2017 12:59,203.1125745,7.46,2017
18/01/2017 13:59,214.013758,7.34,2017
18/01/2017 14:59,209.529264,7.36,2017
18/01/2017 15:59,206.0841745,7.46,2017
18/01/2017 16:59,155.6849645,8.02,2017
18/01/2017 17:59,135.5930155,7.62,2017
18/01/2017 18:59,111.9539375,6.7639999999999985,2017
18/01/2017 19:59,93.882895,6.181,2017
18/01/2017 20:59,66.014531,6.335,2017
18/01/2017 21:59,56.0201225,5.693,2017
18/01/2017 22:59,46.8942515,5.433,2017
18/01/2017 23:59,46.7115855,5.377999999999999,2017
19/01/2017 0:59,46.6268075,4.934,2017
19/01/2017 1:59,43.491114,4.694,2017
19/01/2017 2:59,44.220904,4.442,2017
19/01/2017 3:59,43.312381,4.49,2017
19/01/2017 4:59,42.541076,4.433,2017
19/01/2017 5:59,55.4480895,3.895,2017
19/01/2017 6:59,96.5217195,3.615,2017
19/01/2017 7:59,116.172954,3.093,2017
19/01/2017 8:59,127.0702045,3.042,2017
19/01/2017 9:59,199.709,3.415,2017
19/01/2017 10:59,196.0860515,4.198,2017
19/01/2017 11:59,189.9846575,5.917000000000002,2017
19/01/2017 12:59,185.9035145,6.496,2017
19/01/2017 13:59,196.336671,7.05,2017
19/01/2017 14:59,199.5414105,9.12,2017
19/01/2017 15:59,200.6199265,10.13,2017
19/01/2017 16:59,152.96245449999995,9.88,2017
19/01/2017 17:59,141.55741,8.74,2017
19/01/2017 18:59,115.481183,7.2,2017
19/01/2017 19:59,95.615163,6.436,2017
19/01/2017 20:59,68.855468,6.268,2017
19/01/2017 21:59,58.8335285,6.307,2017
19/01/2017 22:59,50.3421815,6.026,2017
19/01/2017 23:59,47.2910475,6.057,2017
20/01/2017 0:59,46.7177035,6.0,2017
20/01/2017 1:59,44.529863,5.7360000000000015,2017
20/01/2017 2:59,45.6584155,5.9270000000000005,2017
20/01/2017 3:59,44.1302265,5.31,2017
20/01/2017 4:59,44.286454,5.483,2017
20/01/2017 5:59,57.955377,5.417000000000002,2017
20/01/2017 6:59,94.4848625,3.879,2017
20/01/2017 7:59,123.0393165,3.976,2017
20/01/2017 8:59,128.6250505,4.913,2017
20/01/2017 9:59,209.5347265,3.1010000000000004,2017
20/01/2017 10:59,205.194661,6.189,2017
20/01/2017 11:59,201.2741155,4.401,2017
20/01/2017 12:59,192.186919,7.82,2017
20/01/2017 13:59,201.195237,8.14,2017
20/01/2017 14:59,207.6403315,8.97,2017
20/01/2017 15:59,204.961303,10.47,2017
20/01/2017 16:59,160.8655995,10.8,2017
20/01/2017 17:59,143.39281,10.19,2017
20/01/2017 18:59,110.715261,9.99,2017
20/01/2017 19:59,88.888859,9.61,2017
20/01/2017 20:59,67.544905,9.54,2017
20/01/2017 21:59,52.794844,9.13,2017
20/01/2017 22:59,45.563805,8.76,2017
20/01/2017 23:59,46.9558685,8.4,2017
21/01/2017 0:59,44.350693,8.11,2017
21/01/2017 1:59,43.23393950000001,8.33,2017
21/01/2017 2:59,43.6980335,8.42,2017
21/01/2017 3:59,43.3965035,8.51,2017
21/01/2017 4:59,44.0476335,8.98,2017
21/01/2017 5:59,43.8824475,7.44,2017
21/01/2017 6:59,63.7100115,4.485,2017
21/01/2017 7:59,75.01039449999998,6.816,2017
21/01/2017 8:59,75.09058399999998,5.956,2017
21/01/2017 9:59,75.9027485,6.997000000000001,2017
21/01/2017 10:59,65.8910785,8.81,2017
21/01/2017 11:59,51.3643245,10.36,2017
21/01/2017 12:59,50.4846435,11.58,2017
21/01/2017 13:59,50.4898875,11.95,2017
21/01/2017 14:59,49.7574755,12.86,2017
21/01/2017 15:59,50.4807105,14.21,2017
21/01/2017 16:59,52.288798,13.06,2017
21/01/2017 17:59,54.2917875,11.93,2017
21/01/2017 18:59,52.983628,10.81,2017
21/01/2017 19:59,51.516182,10.39,2017
21/01/2017 20:59,45.33088400000001,10.11,2017
21/01/2017 21:59,45.225567,9.9,2017
21/01/2017 22:59,44.6192295,9.68,2017
21/01/2017 23:59,43.930736,9.8,2017
22/01/2017 0:59,43.4222865,9.67,2017
22/01/2017 1:59,42.8371435,10.07,2017
22/01/2017 2:59,43.50640900000001,9.72,2017
22/01/2017 3:59,43.098251,9.58,2017
22/01/2017 4:59,42.5238145,9.18,2017
22/01/2017 5:59,43.3257095,8.43,2017
22/01/2017 6:59,47.5252795,8.92,2017
22/01/2017 7:59,47.799497,8.22,2017
22/01/2017 8:59,48.00860150000001,9.61,2017
22/01/2017 9:59,47.703357,10.45,2017
22/01/2017 10:59,48.5474225,11.24,2017
22/01/2017 11:59,48.748661,12.13,2017
22/01/2017 12:59,50.7564575,12.45,2017
22/01/2017 13:59,52.4507065,11.22,2017
22/01/2017 14:59,52.6665845,11.7,2017
22/01/2017 15:59,53.733957,12.12,2017
22/01/2017 16:59,54.374599,11.77,2017
22/01/2017 17:59,54.5107245,11.22,2017
22/01/2017 18:59,52.94451650000001,10.27,2017
22/01/2017 19:59,51.8327885,9.93,2017
22/01/2017 20:59,47.12389500000001,9.92,2017
22/01/2017 21:59,45.2882765,9.89,2017
22/01/2017 22:59,45.735983,9.78,2017
22/01/2017 23:59,46.243777,9.72,2017
23/01/2017 0:59,45.7903895,9.58,2017
23/01/2017 1:59,45.0479265,9.53,2017
23/01/2017 2:59,44.0201025,9.51,2017
23/01/2017 3:59,43.7705755,9.28,2017
23/01/2017 4:59,42.9529485,9.06,2017
23/01/2017 5:59,52.3147995,8.68,2017
23/01/2017 6:59,89.7246215,8.59,2017
23/01/2017 7:59,110.810527,8.8,2017
23/01/2017 8:59,124.4923415,8.54,2017
23/01/2017 9:59,198.628736,9.54,2017
23/01/2017 10:59,186.768556,10.82,2017
23/01/2017 11:59,187.665717,11.49,2017
23/01/2017 12:59,189.5957275,13.55,2017
23/01/2017 13:59,201.170765,13.28,2017
23/01/2017 14:59,201.6940725,13.76,2017
23/01/2017 15:59,196.808631,13.55,2017
23/01/2017 16:59,154.24898249999995,12.67,2017
23/01/2017 17:59,144.14641650000004,11.45,2017
23/01/2017 18:59,104.8338965,10.49,2017
23/01/2017 19:59,83.9955515,10.06,2017
23/01/2017 20:59,58.067686,9.7,2017
23/01/2017 21:59,50.393092,9.71,2017
23/01/2017 22:59,48.052083,9.6,2017
23/01/2017 23:59,46.2977465,9.32,2017
24/01/2017 0:59,45.5295005,8.88,2017
24/01/2017 1:59,44.6388945,8.65,2017
24/01/2017 2:59,43.8890025,8.7,2017
24/01/2017 3:59,43.7898035,8.47,2017
24/01/2017 4:59,44.233577,9.04,2017
24/01/2017 5:59,51.6265245,8.95,2017
24/01/2017 6:59,90.691921,8.81,2017
24/01/2017 7:59,113.0835825,8.53,2017
24/01/2017 8:59,130.25549750000002,8.54,2017
24/01/2017 9:59,215.996427,10.01,2017
24/01/2017 10:59,199.645198,11.47,2017
24/01/2017 11:59,199.2158455,11.74,2017
24/01/2017 12:59,193.6305485,13.36,2017
24/01/2017 13:59,203.526632,13.81,2017
24/01/2017 14:59,215.256149,14.85,2017
24/01/2017 15:59,215.031531,14.2,2017
24/01/2017 16:59,158.7500825,13.01,2017
24/01/2017 17:59,139.87496000000002,12.45,2017
24/01/2017 18:59,105.073591,11.38,2017
24/01/2017 19:59,84.93706800000002,10.84,2017
24/01/2017 20:59,59.8285775,10.22,2017
24/01/2017 21:59,49.565851,10.07,2017
24/01/2017 22:59,47.2604575,9.48,2017
24/01/2017 23:59,46.948658,9.43,2017
25/01/2017 0:59,46.6220005,8.92,2017
25/01/2017 1:59,46.105248,8.91,2017
25/01/2017 2:59,45.87626,8.39,2017
25/01/2017 3:59,45.2489465,8.34,2017
25/01/2017 4:59,44.728261,7.19,2017
25/01/2017 5:59,52.735630500000006,6.706,2017
25/01/2017 6:59,92.854197,6.7360000000000015,2017
25/01/2017 7:59,115.6605715,4.393,2017
